id,lat,lon,name,level,geocode_data,city,state,latlng,county
1954,44.4748889,-87.940442,Aurora BayCare Medical Center,2,"{u'geometry': {u'location_type': u'ROOFTOP', u'bounds': {u'northeast': {u'lat': 44.4759353, u'lng': -87.9396744}, u'southwest': {u'lat': 44.4739809, u'lng': -87.9416663}}, u'viewport': {u'northeast': {u'lat': 44.4763070802915, u'lng': -87.9393213697085}, u'southwest': {u'lat': 44.4736091197085, u'lng': -87.9420193302915}}, u'location': {u'lat': 44.4749581, u'lng': -87.9406703}}, u'address_components': [{u'long_name': u'2845', u'types': [u'street_number'], u'short_name': u'2845'}, {u'long_name': u'Greenbrier Road', u'types': [u'route'], u'short_name': u'Greenbrier Rd'}, {u'long_name': u'Green Bay', u'types': [u'locality', u'political'], u'short_name': u'Green Bay'}, {u'long_name': u'Brown County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Brown County'}, {u'long_name': u'Wisconsin', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'WI'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'54311', u'types': [u'postal_code'], u'short_name': u'54311'}], u'place_id': u'ChIJC0wKmxjkAogRwxerEubaS0E', u'formatted_address': u'2845 Greenbrier Rd, Green Bay, WI 54311, USA', u'types': [u'premise']}",Green Bay,Wisconsin,"44.4748889,-87.940442",Brown County
825,44.473484,-93.1917226,Northfield Hospital,4,"{u'geometry': {u'location': {u'lat': 44.473484, u'lng': -93.1917226}, u'viewport': {u'northeast': {u'lat': 44.4748329802915, u'lng': -93.1903736197085}, u'southwest': {u'lat': 44.4721350197085, u'lng': -93.1930715802915}}, u'location_type': u'ROOFTOP'}, u'address_components': [{u'long_name': u'2000', u'types': [u'street_number'], u'short_name': u'2000'}, {u'long_name': u'North Avenue', u'types': [u'route'], u'short_name': u'North Ave'}, {u'long_name': u'Northfield', u'types': [u'locality', u'political'], u'short_name': u'Northfield'}, {u'long_name': u'Dakota County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Dakota County'}, {u'long_name': u'Minnesota', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'MN'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'55057', u'types': [u'postal_code'], u'short_name': u'55057'}], u'place_id': u'ChIJx8KK7ptR9ocR4YQohSHcPhQ', u'formatted_address': u'2000 North Ave, Northfield, MN 55057, USA', u'types': [u'street_address']}",Northfield,Minnesota,"44.473484,-93.1917226",Dakota County
800,44.4583018,-92.2838675,Mayo Clinic Health System - Lake City,4,"{u'geometry': {u'location_type': u'RANGE_INTERPOLATED', u'bounds': {u'northeast': {u'lat': 44.46061, u'lng': -92.2838675}, u'southwest': {u'lat': 44.4583018, u'lng': -92.28681399999999}}, u'viewport': {u'northeast': {u'lat': 44.4608048802915, u'lng': -92.2838675}, u'southwest': {u'lat': 44.4581069197085, u'lng': -92.28681399999999}}, u'location': {u'lat': 44.4582928, u'lng': -92.2838815}}, u'address_components': [{u'long_name': u'1401', u'types': [u'street_number'], u'short_name': u'1401'}, {u'long_name': u'North Oak Street', u'types': [u'route'], u'short_name': u'N Oak St'}, {u'long_name': u'Lake City', u'types': [u'locality', u'political'], u'short_name': u'Lake City'}, {u'long_name': u'Goodhue County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Goodhue County'}, {u'long_name': u'Minnesota', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'MN'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'55041', u'types': [u'postal_code'], u'short_name': u'55041'}], u'place_id': u'EicxNDAxIE4gT2FrIFN0LCBMYWtlIENpdHksIE1OIDU1MDQxLCBVU0E', u'formatted_address': u'1401 N Oak St, Lake City, MN 55041, USA', u'types': [u'route', u'street_address']}",Lake City,Minnesota,"44.4583018,-92.2838675",Goodhue County
801,44.4532617,-93.9169667,Minnesota Valley Health Center,4,"{u'geometry': {u'location': {u'lat': 44.453243, u'lng': -93.916854}, u'viewport': {u'northeast': {u'lat': 44.4545919802915, u'lng': -93.91550501970849}, u'southwest': {u'lat': 44.4518940197085, u'lng': -93.91820298029151}}, u'location_type': u'ROOFTOP'}, u'address_components': [{u'long_name': u'625', u'types': [u'street_number'], u'short_name': u'625'}, {u'long_name': u'South 4th Street', u'types': [u'route'], u'short_name': u'S 4th St'}, {u'long_name': u'Le Sueur', u'types': [u'locality', u'political'], u'short_name': u'Le Sueur'}, {u'long_name': u'Le Sueur County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Le Sueur County'}, {u'long_name': u'Minnesota', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'MN'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'56058', u'types': [u'postal_code'], u'short_name': u'56058'}], u'place_id': u'ChIJAaYU2s_P9YcRFBCxOP1X3ms', u'formatted_address': u'625 S 4th St, Le Sueur, MN 56058, USA', u'types': [u'street_address']}",Le Sueur,Minnesota,"44.4532617,-93.9169667",Le Sueur County
812,44.4476554,-95.7775473,Avera Marshall Regional Medical Center,3,"{u'geometry': {u'location': {u'lat': 44.4477936, u'lng': -95.7775519}, u'viewport': {u'northeast': {u'lat': 44.44914258029149, u'lng': -95.77620291970848}, u'southwest': {u'lat': 44.4464446197085, u'lng': -95.77890088029149}}, u'location_type': u'ROOFTOP'}, u'address_components': [{u'long_name': u'300', u'types': [u'street_number'], u'short_name': u'300'}, {u'long_name': u'South Bruce Street', u'types': [u'route'], u'short_name': u'S Bruce St'}, {u'long_name': u'Marshall', u'types': [u'locality', u'political'], u'short_name': u'Marshall'}, {u'long_name': u'Lyon County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Lyon County'}, {u'long_name': u'Minnesota', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'MN'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'56258', u'types': [u'postal_code'], u'short_name': u'56258'}, {u'long_name': u'1934', u'types': [u'postal_code_suffix'], u'short_name': u'1934'}], u'place_id': u'ChIJOU9O9QNZiocRkJ3Z1CHCGzs', u'formatted_address': u'300 S Bruce St, Marshall, MN 56258, USA', u'types': [u'street_address']}",Marshall,Minnesota,"44.4476554,-95.7775473",Lyon County
1380,44.4175002,-118.9583106,Blue Mountain Hospital,4,"{u'geometry': {u'location_type': u'RANGE_INTERPOLATED', u'bounds': {u'northeast': {u'lat': 44.417669, u'lng': -118.9576603}, u'southwest': {u'lat': 44.4169987, u'lng': -118.9585642}}, u'viewport': {u'northeast': {u'lat': 44.4186828302915, u'lng': -118.9567632697085}, u'southwest': {u'lat': 44.4159848697085, u'lng': -118.9594612302915}}, u'location': {u'lat': 44.4175002, u'lng': -118.9583105}}, u'address_components': [{u'long_name': u'136-182', u'types': [u'street_number'], u'short_name': u'136-182'}, {u'long_name': u'Elliot Street', u'types': [u'route'], u'short_name': u'Elliot St'}, {u'long_name': u'John Day', u'types': [u'locality', u'political'], u'short_name': u'John Day'}, {u'long_name': u'Grant County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Grant County'}, {u'long_name': u'Oregon', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'OR'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'97845', u'types': [u'postal_code'], u'short_name': u'97845'}, {u'long_name': u'2009', u'types': [u'postal_code_suffix'], u'short_name': u'2009'}], u'place_id': u'EioxMzYtMTgyIEVsbGlvdCBTdCwgSm9obiBEYXksIE9SIDk3ODQ1LCBVU0E', u'formatted_address': u'136-182 Elliot St, John Day, OR 97845, USA', u'types': [u'route', u'street_address']}",John Day,Oregon,"44.4175002,-118.9583106",Grant County
2084,44.4088726,-104.3740918,Crook County Memorial Hospital,5,"{u'geometry': {u'location': {u'lat': 44.4088726, u'lng': -104.3740918}, u'viewport': {u'northeast': {u'lat': 44.4102215802915, u'lng': -104.3727428197085}, u'southwest': {u'lat': 44.4075236197085, u'lng': -104.3754407802915}}, u'location_type': u'ROOFTOP'}, u'address_components': [{u'long_name': u'713', u'types': [u'street_number'], u'short_name': u'713'}, {u'long_name': u'East Oak Street', u'types': [u'route'], u'short_name': u'E Oak St'}, {u'long_name': u'Sundance', u'types': [u'locality', u'political'], u'short_name': u'Sundance'}, {u'long_name': u'Crook County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Crook County'}, {u'long_name': u'Wyoming', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'WY'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'82729', u'types': [u'postal_code'], u'short_name': u'82729'}], u'place_id': u'ChIJy71XbOvgMlMRJRPxbFRVfq0', u'formatted_address': u'713 E Oak St, Sundance, WY 82729, USA', u'types': [u'street_address']}",Sundance,Wyoming,"44.4088726,-104.3740918",Crook County
1500,44.4019252,-103.5075661,Sturgis Regional Hospital,5,"{u'geometry': {u'location': {u'lat': 44.4017293, u'lng': -103.5075488}, u'viewport': {u'northeast': {u'lat': 44.4030782802915, u'lng': -103.5061998197085}, u'southwest': {u'lat': 44.4003803197085, u'lng': -103.5088977802915}}, u'location_type': u'ROOFTOP'}, u'address_components': [{u'long_name': u'832', u'types': [u'street_number'], u'short_name': u'832'}, {u'long_name': u'Harmon Street', u'types': [u'route'], u'short_name': u'Harmon St'}, {u'long_name': u'Sturgis', u'types': [u'locality', u'political'], u'short_name': u'Sturgis'}, {u'long_name': u'Meade County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Meade County'}, {u'long_name': u'South Dakota', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'SD'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'57785', u'types': [u'postal_code'], u'short_name': u'57785'}, {u'long_name': u'2512', u'types': [u'postal_code_suffix'], u'short_name': u'2512'}], u'place_id': u'ChIJVUyTm6JbLVMRu395DxuVxks', u'formatted_address': u'832 Harmon St, Sturgis, SD 57785, USA', u'types': [u'street_address']}",Sturgis,South Dakota,"44.4019252,-103.5075661",Meade County
1474,44.3863968,-97.5617165,Avera De Smet Memorial Hospital,5,"{u'geometry': {u'location_type': u'RANGE_INTERPOLATED', u'bounds': {u'northeast': {u'lat': 44.3864759, u'lng': -97.561735}, u'southwest': {u'lat': 44.3853465, u'lng': -97.5617396}}, u'viewport': {u'northeast': {u'lat': 44.3872601802915, u'lng': -97.5603883197085}, u'southwest': {u'lat': 44.3845622197085, u'lng': -97.56308628029151}}, u'location': {u'lat': 44.3863968, u'lng': -97.5617165}}, u'address_components': [{u'long_name': u'300-398', u'types': [u'street_number'], u'short_name': u'300-398'}, {u'long_name': u'Prairie Avenue', u'types': [u'route'], u'short_name': u'Prairie Ave'}, {u'long_name': u'De Smet', u'types': [u'locality', u'political'], u'short_name': u'De Smet'}, {u'long_name': u'Kingsbury County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Kingsbury County'}, {u'long_name': u'South Dakota', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'SD'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'57231', u'types': [u'postal_code'], u'short_name': u'57231'}], u'place_id': u'EiszMDAtMzk4IFByYWlyaWUgQXZlLCBEZSBTbWV0LCBTRCA1NzIzMSwgVVNB', u'formatted_address': u'300-398 Prairie Ave, De Smet, SD 57231, USA', u'types': [u'route', u'street_address']}",De Smet,South Dakota,"44.3863968,-97.5617165",Kingsbury County
863,44.385872,-92.0479218,Saint Elizabeth's Medical Center,4,"{u'geometry': {u'location_type': u'RANGE_INTERPOLATED', u'bounds': {u'northeast': {u'lat': 44.3858666, u'lng': -92.0473432}, u'southwest': {u'lat': 44.3855873, u'lng': -92.0479446}}, u'viewport': {u'northeast': {u'lat': 44.3870759302915, u'lng': -92.04629491970849}, u'southwest': {u'lat': 44.3843779697085, u'lng': -92.04899288029151}}, u'location': {u'lat': 44.385872, u'lng': -92.0479218}}, u'address_components': [{u'long_name': u'1152-1198', u'types': [u'street_number'], u'short_name': u'1152-1198'}, {u'long_name': u'5th Grant Boulevard West', u'types': [u'route'], u'short_name': u'5th Grant Blvd W'}, {u'long_name': u'Wabasha', u'types': [u'locality', u'political'], u'short_name': u'Wabasha'}, {u'long_name': u'Wabasha County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Wabasha County'}, {u'long_name': u'Minnesota', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'MN'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'55981', u'types': [u'postal_code'], u'short_name': u'55981'}], u'place_id': u'EjIxMTUyLTExOTggNXRoIEdyYW50IEJsdmQgVywgV2FiYXNoYSwgTU4gNTU5ODEsIFVTQQ', u'formatted_address': u'1152-1198 5th Grant Blvd W, Wabasha, MN 55981, USA', u'types': [u'route', u'street_address']}",Wabasha,Minnesota,"44.385872,-92.0479218",Wabasha County
2032,44.3817721,-89.8304791,Riverview Hospital Association,3,"{u'geometry': {u'location_type': u'ROOFTOP', u'bounds': {u'northeast': {u'lat': 44.3823246, u'lng': -89.82910849999999}, u'southwest': {u'lat': 44.3812197, u'lng': -89.83184969999999}}, u'viewport': {u'northeast': {u'lat': 44.38312113029149, u'lng': -89.82910849999999}, u'southwest': {u'lat': 44.38042316970849, u'lng': -89.83184969999999}}, u'location': {u'lat': 44.3817721, u'lng': -89.8304791}}, u'address_components': [{u'long_name': u'410', u'types': [u'street_number'], u'short_name': u'410'}, {u'long_name': u'Dewey Street', u'types': [u'route'], u'short_name': u'Dewey St'}, {u'long_name': u'Wisconsin Rapids', u'types': [u'locality', u'political'], u'short_name': u'Wisconsin Rapids'}, {u'long_name': u'Wood County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Wood County'}, {u'long_name': u'Wisconsin', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'WI'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'54494', u'types': [u'postal_code'], u'short_name': u'54494'}, {u'long_name': u'4715', u'types': [u'postal_code_suffix'], u'short_name': u'4715'}], u'place_id': u'ChIJ0eDQuD-IAIgR51bRVOr_YnY', u'formatted_address': u'410 Dewey St, Wisconsin Rapids, WI 54494, USA', u'types': [u'premise']}",Wisconsin Rapids,Wisconsin,"44.3817721,-89.8304791",Wood County
1990,44.3816801,-88.7331605,New London Family Medical Center,4,"{u'geometry': {u'location_type': u'RANGE_INTERPOLATED', u'bounds': {u'northeast': {u'lat': 44.381712, u'lng': -88.73271400000002}, u'southwest': {u'lat': 44.381078, u'lng': -88.733162}}, u'viewport': {u'northeast': {u'lat': 44.38274398029149, u'lng': -88.73158901970851}, u'southwest': {u'lat': 44.38004601970849, u'lng': -88.73428698029153}}, u'location': {u'lat': 44.3816801, u'lng': -88.7331605}}, u'address_components': [{u'long_name': u'1401-1405', u'types': [u'street_number'], u'short_name': u'1401-1405'}, {u'long_name': u'Mill Street', u'types': [u'route'], u'short_name': u'US-45 BUS'}, {u'long_name': u'New London', u'types': [u'locality', u'political'], u'short_name': u'New London'}, {u'long_name': u'Outagamie County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Outagamie County'}, {u'long_name': u'Wisconsin', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'WI'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'54961', u'types': [u'postal_code'], u'short_name': u'54961'}, {u'long_name': u'2155', u'types': [u'postal_code_suffix'], u'short_name': u'2155'}], u'place_id': u'EiwxNDAxLTE0MDUgTWlsbCBTdCwgTmV3IExvbmRvbiwgV0kgNTQ5NjEsIFVTQQ', u'formatted_address': u'1401-1405 Mill St, New London, WI 54961, USA', u'types': [u'route', u'street_address']}",New London,Wisconsin,"44.3816801,-88.7331605",Outagamie County
1472,44.3696522,-103.7283628,Lead-Deadwood Regional Hospital - Regional Health,5,"{u'geometry': {u'location_type': u'ROOFTOP', u'bounds': {u'northeast': {u'lat': 44.3699419, u'lng': -103.7279394}, u'southwest': {u'lat': 44.3693625, u'lng': -103.7287862}}, u'viewport': {u'northeast': {u'lat': 44.3710011802915, u'lng': -103.7270138197085}, u'southwest': {u'lat': 44.3683032197085, u'lng': -103.7297117802915}}, u'location': {u'lat': 44.3696522, u'lng': -103.7283628}}, u'address_components': [{u'long_name': u'61', u'types': [u'street_number'], u'short_name': u'61'}, {u'long_name': u'Charles Street', u'types': [u'route'], u'short_name': u'Charles St'}, {u'long_name': u'Deadwood', u'types': [u'locality', u'political'], u'short_name': u'Deadwood'}, {u'long_name': u'Lawrence County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Lawrence County'}, {u'long_name': u'South Dakota', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'SD'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'57732', u'types': [u'postal_code'], u'short_name': u'57732'}, {u'long_name': u'1303', u'types': [u'postal_code_suffix'], u'short_name': u'1303'}], u'place_id': u'ChIJwXT9XiekMlMRtzisnuXixww', u'formatted_address': u'61 Charles St, Deadwood, SD 57732, USA', u'types': [u'premise']}",Deadwood,South Dakota,"44.3696522,-103.7283628",Lawrence County
2030,44.3644751,-91.3186449,Gundersen Tri-County Memorial,4,"{u'geometry': {u'location_type': u'ROOFTOP', u'bounds': {u'northeast': {u'lat': 44.3646138, u'lng': -91.3182971}, u'southwest': {u'lat': 44.3639015, u'lng': -91.3192436}}, u'viewport': {u'northeast': {u'lat': 44.3656066302915, u'lng': -91.31742136970848}, u'southwest': {u'lat': 44.3629086697085, u'lng': -91.3201193302915}}, u'location': {u'lat': 44.3642576, u'lng': -91.3187703}}, u'address_components': [{u'long_name': u'18606', u'types': [u'street_number'], u'short_name': u'18606'}, {u'long_name': u'Ervin Street', u'types': [u'route'], u'short_name': u'Ervin St'}, {u'long_name': u'Whitehall', u'types': [u'locality', u'political'], u'short_name': u'Whitehall'}, {u'long_name': u'Trempealeau County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Trempealeau County'}, {u'long_name': u'Wisconsin', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'WI'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'54773', u'types': [u'postal_code'], u'short_name': u'54773'}, {u'long_name': u'8613', u'types': [u'postal_code_suffix'], u'short_name': u'8613'}], u'place_id': u'ChIJl7X8E7Ap-YcRb0AHGvtECYk', u'formatted_address': u'18606 Ervin St, Whitehall, WI 54773, USA', u'types': [u'premise']}",Whitehall,Wisconsin,"44.3644751,-91.3186449",Trempealeau County
1491,44.3623547,-100.3459603,Avera St. Mary's Hospital,4,"{u'geometry': {u'location': {u'lat': 44.3628043, u'lng': -100.3456174}, u'viewport': {u'northeast': {u'lat': 44.3641532802915, u'lng': -100.3442684197085}, u'southwest': {u'lat': 44.3614553197085, u'lng': -100.3469663802915}}, u'location_type': u'ROOFTOP'}, u'address_components': [{u'long_name': u'700', u'types': [u'street_number'], u'short_name': u'700'}, {u'long_name': u'East Sioux Avenue', u'types': [u'route'], u'short_name': u'E Sioux Ave'}, {u'long_name': u'Pierre', u'types': [u'locality', u'political'], u'short_name': u'Pierre'}, {u'long_name': u'Hughes County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Hughes County'}, {u'long_name': u'South Dakota', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'SD'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'57501', u'types': [u'postal_code'], u'short_name': u'57501'}, {u'long_name': u'3322', u'types': [u'postal_code_suffix'], u'short_name': u'3322'}], u'place_id': u'ChIJdz16Vh8SgIcRtAb5wRGtacg', u'formatted_address': u'700 E Sioux Ave, Pierre, SD 57501, USA', u'types': [u'street_address']}",Pierre,South Dakota,"44.3623547,-100.3459603",Hughes County
1482,44.361601,-98.2105603,Huron Regional Medical Center,4,"{u'geometry': {u'location': {u'lat': 44.361601, u'lng': -98.2105603}, u'viewport': {u'northeast': {u'lat': 44.3629499802915, u'lng': -98.20921131970852}, u'southwest': {u'lat': 44.3602520197085, u'lng': -98.21190928029152}}, u'location_type': u'ROOFTOP'}, u'address_components': [{u'long_name': u'172', u'types': [u'street_number'], u'short_name': u'172'}, {u'long_name': u'4th Street Southeast', u'types': [u'route'], u'short_name': u'4th St SE'}, {u'long_name': u'Huron', u'types': [u'locality', u'political'], u'short_name': u'Huron'}, {u'long_name': u'Beadle County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Beadle County'}, {u'long_name': u'South Dakota', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'SD'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'57350', u'types': [u'postal_code'], u'short_name': u'57350'}, {u'long_name': u'2510', u'types': [u'postal_code_suffix'], u'short_name': u'2510'}], u'place_id': u'ChIJL0v6iIW-h4cRC5j2L4IP17g', u'formatted_address': u'172 4th St SE, Huron, SD 57350, USA', u'types': [u'street_address']}",Huron,South Dakota,"44.361601,-98.2105603",Beadle County
2069,44.3504652,-106.7066359,Johnson County Memorial Hospital,5,"{u'geometry': {u'location': {u'lat': 44.350317, u'lng': -106.7063906}, u'viewport': {u'northeast': {u'lat': 44.35166598029149, u'lng': -106.7050416197085}, u'southwest': {u'lat': 44.34896801970849, u'lng': -106.7077395802915}}, u'location_type': u'ROOFTOP'}, u'address_components': [{u'long_name': u'497', u'types': [u'street_number'], u'short_name': u'497'}, {u'long_name': u'West Lott Street', u'types': [u'route'], u'short_name': u'W Lott St'}, {u'long_name': u'Buffalo', u'types': [u'locality', u'political'], u'short_name': u'Buffalo'}, {u'long_name': u'Johnson County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Johnson County'}, {u'long_name': u'Wyoming', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'WY'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'82834', u'types': [u'postal_code'], u'short_name': u'82834'}], u'place_id': u'ChIJR9rCu2Z4NVMRk3QhP9kDde0', u'formatted_address': u'497 W Lott St, Buffalo, WY 82834, USA', u'types': [u'street_address']}",Buffalo,Wyoming,"44.3504652,-106.7066359",Johnson County
855,44.3495492,-93.9732385,River's Edge Hospital,4,"{u'geometry': {u'location_type': u'ROOFTOP', u'bounds': {u'northeast': {u'lat': 44.3499776, u'lng': -93.97217619999999}, u'southwest': {u'lat': 44.3491207, u'lng': -93.9743008}}, u'viewport': {u'northeast': {u'lat': 44.3508981302915, u'lng': -93.9718895197085}, u'southwest': {u'lat': 44.3482001697085, u'lng': -93.9745874802915}}, u'location': {u'lat': 44.3495492, u'lng': -93.9732385}}, u'address_components': [{u'long_name': u'1900', u'types': [u'street_number'], u'short_name': u'1900'}, {u'long_name': u'North Sunrise Drive', u'types': [u'route'], u'short_name': u'N Sunrise Dr'}, {u'long_name': u'Saint Peter', u'types': [u'locality', u'political'], u'short_name': u'St Peter'}, {u'long_name': u'Nicollet County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Nicollet County'}, {u'long_name': u'Minnesota', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'MN'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'56082', u'types': [u'postal_code'], u'short_name': u'56082'}], u'place_id': u'ChIJv7ugHJbM9YcR8LSnLVnassY', u'formatted_address': u'1900 N Sunrise Dr, St Peter, MN 56082, USA', u'types': [u'premise']}",Saint Peter,Minnesota,"44.3495492,-93.9732385",Nicollet County
2023,44.3453072,-89.0755476,Riverside Medical Center,4,"{u'geometry': {u'location_type': u'RANGE_INTERPOLATED', u'bounds': {u'northeast': {u'lat': 44.3453141, u'lng': -89.0751567}, u'southwest': {u'lat': 44.34530040000001, u'lng': -89.07594639999999}}, u'viewport': {u'northeast': {u'lat': 44.3466562302915, u'lng': -89.07420256970849}, u'southwest': {u'lat': 44.3439582697085, u'lng': -89.0769005302915}}, u'location': {u'lat': 44.3453206, u'lng': -89.0755471}}, u'address_components': [{u'long_name': u'701-899', u'types': [u'street_number'], u'short_name': u'701-899'}, {u'long_name': u'Riverside Drive', u'types': [u'route'], u'short_name': u'Riverside Dr'}, {u'long_name': u'Waupaca', u'types': [u'locality', u'political'], u'short_name': u'Waupaca'}, {u'long_name': u'Waupaca County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Waupaca County'}, {u'long_name': u'Wisconsin', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'WI'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'54981', u'types': [u'postal_code'], u'short_name': u'54981'}, {u'long_name': u'1940', u'types': [u'postal_code_suffix'], u'short_name': u'1940'}], u'place_id': u'Eiw3MDEtODk5IFJpdmVyc2lkZSBEciwgV2F1cGFjYSwgV0kgNTQ5ODEsIFVTQQ', u'formatted_address': u'701-899 Riverside Dr, Waupaca, WI 54981, USA', u'types': [u'route', u'street_address']}",Waupaca,Wisconsin,"44.3453072,-89.0755476",Waupaca County
824,44.311959,-94.4763252,New Ulm Medical Center,4,"{u'geometry': {u'location': {u'lat': 44.3119249, u'lng': -94.4763306}, u'viewport': {u'northeast': {u'lat': 44.3132738802915, u'lng': -94.47498161970849}, u'southwest': {u'lat': 44.3105759197085, u'lng': -94.4776795802915}}, u'location_type': u'ROOFTOP'}, u'address_components': [{u'long_name': u'1324', u'types': [u'street_number'], u'short_name': u'1324'}, {u'long_name': u'5th North Street', u'types': [u'route'], u'short_name': u'5th N St'}, {u'long_name': u'New Ulm', u'types': [u'locality', u'political'], u'short_name': u'New Ulm'}, {u'long_name': u'Brown County', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Brown County'}, {u'long_name': u'Minnesota', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'MN'}, {u'long_name': u'United States', u'types': [u'country', u'political'], u'short_name': u'US'}, {u'long_name': u'56073', u'types': [u'postal_code'], u'short_name': u'56073'}, {u'long_name': u'1514', u'types': [u'postal_code_suffix'], u'short_name': u'1514'}], u'place_id': u'ChIJv-vjIP4B9YcRRqvq7FRG_80', u'formatted_address': u'1324 5th N St, New Ulm, MN 56073, USA', u'types': [u'street_address']}",New Ulm,Minnesota,"44.311959,-94.4763252",Brown County
